"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Journal of Endocrinology","Endocrinology","Bioscientifica Ltd","Non-profit","Hybrid","Society for Endocrinology","Society/Association","UK","https://joe.bioscientifica.com/","3368","1.579","Q1 (Endocrinology; Endocrinology, Diabetes and Metabolism)","178","No","1479-6805","0022-0795"
"Journal of General Physiology","Physiology","Rockefeller University Press","University Press associated with a society","Hybrid","the Society of General Physiologists","Society/Association","USA","https://rupress.org/jgp","1881","1.128","Q2 (Physiology)","145","No","1540-7748","0022-1295"
"Journal of Neurophysiology","Physiology","American Physiological Society (APS)","Non-profit","Hybrid","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/jn","2807","0.828","Q2 (Neuroscience; Physiology)","279","No","1522-1598","0022-3077"
"Journal of Physical Activity and Health","Sport Science","Human Kinetics","For-profit associated with a society","Hybrid","International Society for Physical Activity and Health","Society/Association","USA","https://journals.humankinetics.com/view/journals/jpah/jpah-overview.xml","2043","0.845","Q1 (Physical Therapy, Sports Therapy and Rehabilitation)","100","No","1543-5474","1543-3080"
"Journal of Physiology","Physiology","John Wiley & Sons","For-profit associated with a society","Hybrid","The Physiology Society","Society/Association","USA","https://physoc.onlinelibrary.wiley.com/journal/14697793","756","1.476","Q1 (Physiology; Sports Science)","285","No","1469-7793","0022-3751"
"Journal of Science and Medicine in Sport","Sport Science","Elsevier","For-profit associated with a society","Hybrid","Sports Medicine Australia (SMA); Australasian Academy of Podiatric Sports Medicine (AAPSM); Exercise and Sports Science Australia (ESSA); Australian Physiotherapy Association - Sports Physiotherapy Australia (SPA); College of Sport Psychologists (COSP); Sports Dietitians Australia (SDA); Australasian College of Sports & Exercise Physicians (ACSEP)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-science-and-medicine-in-sport","2364","1.52","Q1 (Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Sports Science)","141","No","1878-1861","1440-2440"
"Journal of Sport and Health Science","Sport Science","Elsevier","For-profit","OA diamond","Shanghai University of Sport","University/Government","Netherlands","https://www.sciencedirect.com/journal/journal-of-sport-and-health-science","0","3.715","Q1 (Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation)","87","No","2213-2961","2095-2546"
"Journal of the Endocrine Society","Endocrinology","Oxford University Press (OUP)","University Press associated with a society","OA","Endocrine Society","Society/Association","USA","https://academic.oup.com/jes","2960","1.099","Q2 (Endocrinology, Diabetes and Metabolism)","56","No","2472-1972",""
"Mechanisms of Ageing and Development","Aging","Elsevier","For-profit associated with a society","Hybrid","European Society of Preventive, Regenerative and Anti-aging Medicine (ESAAM)","Society/Association","Netherlands","https://www.journals.elsevier.com/mechanisms-of-ageing-and-development","3891","1.897","Q1 (Aging; Developmental Biology)","146","No","1872-6216","0047-6374"
"Nature Aging","Aging","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/nataging","12759","9.5","Q1 (Aging; Geriatrics and Gerontology; Neuroscience)","75","No","2662-8465",""
"Pflügers Archiv - European Journal of Physiology","Physiology","Springer Nature","For-profit associated with a society","Hybrid","German Physiological Society","Society/Association","Germany / UK","https://link.springer.com/journal/424","2478","1.066","Q1 (Clinical Biochemistry)","153","No","1432-2013","0031-6768"
"Physiological Genomics","Physiology","American Physiological Society (APS)","Non-profit","Hybrid","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/physiolgenomics","1548","0.882","Q2 (Genetics; Physiology)","132","No","1531-2267","1094-8341"
"Physiological Reports","Physiology","John Wiley & Sons","For-profit associated with a society","OA","The Physiological Society; American Physiological Society","Society/Association","USA","https://physoc.onlinelibrary.wiley.com/journal/2051817X","912","0.707","Q2 (Physiology)","72","No","2051-817X","2051-817X"
"Physiological Reviews","Physiology","American Physiological Society (APS)","Non-profit","Hybrid","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/physrev","4374","11.493","Q1 (Medicine; Molecular Biology; Physiology)","417","No","1522-1210","0031-9333"
"Physiology","Physiology","American Physiological Society (APS)","Non-profit","Hybrid","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/physiologyonline","","2.136","Q1 (Physiology)","154","No","1548-9221","1548-9213"
"The American Journal of Geriatric Psychiatry","Aging","Elsevier","For-profit associated with a society","Hybrid","American Association for Geriatric Psychiatry (AAGP)","Society/Association","Netherlands","https://www.ajgponline.org/","3194","1.515","Q1 (Geriatrics and Gerontology; Psychiatry and Mental Health)","155","No","1545-7214","1064-7481"
"The American Journal of Sports Medicine","Sport Science","Sage Publishing","For-profit associated with a society","","American Orthopaedic Society for Sports Medicine","Society/Association","USA","https://journals.sagepub.com/home/ajs","","2.29","Q1 (Medicine; Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Sports Science)","292","No","1552-3365","0363-5465"
"The Anatomical Record","Anatomy","John Wiley & Sons","For-profit associated with a society","Hybrid","American Association for Anatomy","Society/Association","USA","https://anatomypubs.onlinelibrary.wiley.com/journal/19328494","2118","0.745","Q1 (Anatomy; Ecology, Evolution, Behavior and Systematics)","109","No","1932-8494","1932-8486"
"The International Journal of Aging and Human Development","Aging","Sage Publishing","For-profit","","-","","USA","https://journals.sagepub.com/home/ahdb","","0.886","Q2 (Developmental and Educational Psychology; Geriatrics and Gerontology)","76","No","1541-3535","0091-4150"
"The Journal of Nutrition Health and Aging","Nutrition","Elsevier","For-profit","OA","SERDI Publisher","","France","https://www.sciencedirect.com/journal/the-journal-of-nutrition-health-and-aging","2550","1.196","Q1 (Geriatrics and Gerontology; Medicine; Nutrition and Dietetics)","116","No","1760-4788","1279-7707"
"The Journal of Physiological Sciences","Physiology","Elsevier","For-profit associated with a society","OA","the Physiological Society of Japan","Society/Association","USA","https://www.sciencedirect.com/journal/the-journal-of-physiological-sciences","920","0.983","Q2 (Physiology)","65","No","1880-6562","1880-6546"
"The Journals of Gerontology Series A: Biological Sciences and Medical Sciences","Aging","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/biomedgerontology?login=false","3782","1.376","Q1 (Geriatrics and Gerontology)","238","No","1758-535X","1079-5006"
"The Journals of Gerontology Series B: Psychological Sciences and Social Sciences","Aging","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/psychsocgerontology?login=false","2999","1.503","Q1 (Clinical Psychology; Geriatrics and Gerontology; Gerontology; Health; Life-span and Life-course Studies; Medicine; Social Psychology; Sociology and Political Science)","193","No","1758-5368","1079-5014"
"The Korean Journal of Physiology & Pharmacology","Physiology","Korean Physiological Society (KPS); Korean Society of Pharmacology (KSP)","Non-profit","OA","Korean Physiological Society (KPS); Korean Society of Pharmacology (KSP)","Society/Association","Republic of Korea (South Korea)","https://www.kjpp.net/main.html","","0.606","Q3 (Pharmacology; Physiology)","46","No","2093-3827","1226-4512"
"npj Gut and Liver","Physiology","Springer Nature","For-profit","Hybrid","","","UK","https://www.nature.com/npjgutliver/","2390","","","","No","3004-9806",""
